FILE NAME,REQUIRED BINS,EXTRA BINS,TIME TAKEN(ms)
N2C2W1_F.BPP,49,0,0.9973049163818359
N2C2W1_G.BPP,45,0,0.9977817535400391
N2C2W1_H.BPP,46,0,0.9965896606445312
N2C2W1_I.BPP,45,0,0.0
N2C2W1_J.BPP,42,0,0.0
N2C2W1_K.BPP,41,0,0.0
N2C2W1_L.BPP,49,0,0.9975433349609375
N2C2W1_M.BPP,44,0,0.9980201721191406
N2C2W1_N.BPP,43,0,0.0
N2C2W1_O.BPP,50,0,0.9977817535400391
N2C2W1_P.BPP,46,0,0.9961128234863281
N2C2W1_Q.BPP,49,0,0.0
N2C2W1_R.BPP,41,0,0.0
N2C2W1_S.BPP,44,1,0.0
N2C2W1_T.BPP,39,0,0.0
N2C2W2_A.BPP,52,0,0.9973049163818359
N2C2W2_B.BPP,56,0,0.9973049163818359
N2C2W2_C.BPP,53,0,0.0
N2C2W2_D.BPP,51,0,0.0
N2C2W2_E.BPP,54,0,0.9975433349609375
N2C2W2_F.BPP,48,0,0.9970664978027344
N2C2W2_G.BPP,53,0,2.9897689819335938
N2C2W2_H.BPP,53,0,0.9968280792236328
N2C2W2_I.BPP,49,0,0.0
N2C2W2_J.BPP,56,0,0.9951591491699219
N2C2W2_K.BPP,50,0,0.0
N2C2W2_L.BPP,52,0,0.9968280792236328
N2C2W2_M.BPP,54,0,0.0
N2C2W2_N.BPP,51,0,0.9973049163818359
N2C2W2_O.BPP,51,1,0.9977817535400391
N2C2W2_P.BPP,50,0,0.0
N2C2W2_Q.BPP,54,0,0.0
N2C2W2_R.BPP,51,0,0.0
N2C2W2_S.BPP,58,0,1.9958019256591797
N2C2W2_T.BPP,56,0,0.0
N2C2W4_A.BPP,57,0,0.9975433349609375
N2C2W4_B.BPP,60,0,0.9973049163818359
N2C2W4_C.BPP,65,0,0.0
N2C2W4_D.BPP,61,0,0.9975433349609375
N2C2W4_E.BPP,60,0,0.9965896606445312
N2C2W4_F.BPP,57,0,0.9889602661132812
N2C2W4_G.BPP,61,0,0.0
N2C2W4_H.BPP,61,0,0.9973049163818359
N2C2W4_I.BPP,58,0,0.9973049163818359
N2C2W4_J.BPP,60,0,0.0
N2C2W4_K.BPP,59,0,0.9973049163818359
N2C2W4_L.BPP,57,0,0.9968280792236328
N2C2W4_M.BPP,60,0,0.0
N2C2W4_N.BPP,63,0,0.9973049163818359
N2C2W4_O.BPP,62,0,0.9975433349609375
N2C2W4_P.BPP,60,0,0.0
N2C2W4_Q.BPP,62,0,1.0280609130859375
N2C2W4_R.BPP,57,1,0.9672641754150391
N2C2W4_S.BPP,55,0,0.0
N2C2W4_T.BPP,57,0,1.0287761688232422
N2C3W1_A.BPP,35,0,0.9648799896240234
N2C3W1_B.BPP,35,0,0.0
N2C3W1_C.BPP,35,0,0.0
N2C3W1_D.BPP,37,0,1.0285377502441406
N2C3W1_E.BPP,34,0,0.9653568267822266
N2C3W1_F.BPP,35,0,0.9965896606445312
N2C3W1_G.BPP,33,0,0.9968280792236328
N2C3W1_H.BPP,35,0,0.0
N2C3W1_I.BPP,34,0,0.0
N2C3W1_J.BPP,33,0,0.0
N2C3W1_K.BPP,36,0,1.0118484497070312
N2C3W1_L.BPP,35,0,0.9598731994628906
N2C3W1_M.BPP,31,0,0.0
N2C3W1_N.BPP,32,0,0.0
N2C3W1_O.BPP,35,0,0.9992122650146484
N2C3W1_P.BPP,35,0,0.9989738464355469
N2C3W1_Q.BPP,34,0,0.0
N2C3W1_R.BPP,33,0,0.995635986328125
N2C3W1_S.BPP,36,0,0.0
N2C3W1_T.BPP,35,0,0.0
N2C3W2_A.BPP,42,1,0.0
N2C3W2_B.BPP,43,0,0.9629726409912109
N2C3W2_C.BPP,42,1,0.0
N2C3W2_D.BPP,42,1,0.0
N2C3W2_E.BPP,40,1,1.028299331665039
N2C3W2_F.BPP,40,1,1.9955635070800781
N2C3W2_G.BPP,41,0,0.0
N2C3W2_H.BPP,38,0,0.9973049163818359
N2C3W2_I.BPP,45,1,0.0
N2C3W2_J.BPP,44,1,0.9973049163818359
N2C3W2_K.BPP,42,0,0.0
N2C3W2_L.BPP,42,1,0.0
N2C3W2_M.BPP,44,1,0.9970664978027344
N2C3W2_N.BPP,42,1,1.0292530059814453
N2C3W2_O.BPP,45,0,0.0
N2C3W2_P.BPP,41,0,0.0
N2C3W2_Q.BPP,42,1,0.9970664978027344
N2C3W2_R.BPP,41,1,0.9970664978027344
N2C3W2_S.BPP,44,1,0.9975433349609375
N2C3W2_T.BPP,43,0,0.0
N2C3W4_A.BPP,44,1,0.9975433349609375
N2C3W4_B.BPP,46,1,0.0
N2C3W4_C.BPP,43,1,0.0
N2C3W4_D.BPP,45,1,0.9968280792236328
N2C3W4_E.BPP,47,0,0.0
N2C3W4_F.BPP,46,1,0.9973049163818359
N2C3W4_G.BPP,45,1,0.0
N2C3W4_H.BPP,45,1,0.9653568267822266
N2C3W4_I.BPP,45,1,0.0
N2C3W4_J.BPP,44,1,1.0361671447753906
N2C3W4_K.BPP,47,0,0.0
N2C3W4_L.BPP,46,1,0.9973049163818359
N2C3W4_M.BPP,45,1,0.0
N2C3W4_N.BPP,46,1,0.0
N2C3W4_O.BPP,46,1,0.9646415710449219
N2C3W4_P.BPP,46,1,0.0
N2C3W4_Q.BPP,47,1,0.0
N2C3W4_R.BPP,43,1,0.9644031524658203
N2C3W4_S.BPP,43,1,0.0
N2C3W4_T.BPP,47,1,0.9605884552001953
N3C1W1_A.BPP,106,1,2.007722854614258
N3C1W1_B.BPP,114,0,0.9937286376953125
N3C1W1_C.BPP,99,0,1.0287761688232422
N3C1W1_D.BPP,108,0,2.0117759704589844
N3C1W1_E.BPP,98,0,0.9970664978027344
N3C1W1_F.BPP,113,0,0.9939670562744141
N3C1W1_G.BPP,111,0,0.99945068359375
N3C1W1_H.BPP,104,0,0.9660720825195312
N3C1W1_I.BPP,100,0,2.99072265625
N3C1W1_J.BPP,108,0,1.0287761688232422
N3C1W1_K.BPP,102,0,0.9970664978027344
N3C1W1_L.BPP,97,0,0.9980201721191406
N3C1W1_M.BPP,106,0,1.9936561584472656
N3C1W1_N.BPP,93,0,0.9968280792236328
N3C1W1_O.BPP,99,1,0.9977817535400391
N3C1W1_P.BPP,108,0,0.9965896606445312
N3C1W1_Q.BPP,98,0,0.9973049163818359
N3C1W1_R.BPP,99,0,0.9977817535400391
N3C1W1_S.BPP,100,0,1.9958019256591797
N3C1W1_T.BPP,102,0,0.9961128234863281
N3C1W2_A.BPP,125,0,1.9648075103759766
N3C1W2_B.BPP,126,0,1.9941329956054688
N3C1W2_C.BPP,125,0,2.028226852416992
N3C1W2_D.BPP,139,0,1.9893646240234375
N3C1W2_E.BPP,132,0,0.9977817535400391
N3C1W2_F.BPP,123,0,2.028942108154297
N3C1W2_G.BPP,132,0,2.0203590393066406
N3C1W2_H.BPP,130,1,0.9970664978027344
N3C1W2_I.BPP,126,0,2.0198822021484375
N3C1W2_J.BPP,126,0,1.9962787628173828
N3C1W2_K.BPP,121,1,0.9968280792236328
N3C1W2_L.BPP,136,0,2.0203590393066406
N3C1W2_M.BPP,136,0,1.9958019256591797
N3C1W2_N.BPP,136,0,1.0023117065429688
N3C1W2_O.BPP,127,0,1.993417739868164
N3C1W2_P.BPP,126,0,1.9702911376953125
N3C1W2_Q.BPP,135,0,2.0189285278320312
N3C1W2_R.BPP,124,1,0.9944438934326172
N3C1W2_S.BPP,130,0,2.0341873168945312
N3C1W2_T.BPP,136,0,0.9968280792236328
N3C1W4_A.BPP,149,0,1.9938945770263672
N3C1W4_B.BPP,149,0,1.995086669921875
N3C1W4_C.BPP,146,0,0.9984970092773438
N3C1W4_D.BPP,148,0,0.9665489196777344
N3C1W4_E.BPP,142,0,2.992868423461914
N3C1W4_F.BPP,140,0,2.9916763305664062
N3C1W4_G.BPP,148,0,1.993417739868164
N3C1W4_H.BPP,141,0,1.9941329956054688
N3C1W4_I.BPP,141,1,2.992868423461914
N3C1W4_J.BPP,142,0,1.9948482513427734
N3C1W4_K.BPP,147,0,2.026796340942383
N3C1W4_L.BPP,148,0,2.0253658294677734
N3C1W4_M.BPP,149,0,2.961397171020508
N3C1W4_N.BPP,148,0,5.983591079711914
N3C1W4_O.BPP,143,0,2.9909610748291016
N3C1W4_P.BPP,143,0,1.9927024841308594
N3C1W4_Q.BPP,146,0,2.025127410888672
N3C1W4_R.BPP,145,0,1.9638538360595703
N3C1W4_S.BPP,145,0,1.9609928131103516
N3C1W4_T.BPP,146,0,0.9958744049072266
N3C2W1_A.BPP,91,0,0.995635986328125
N3C2W1_B.BPP,83,1,2.02178955078125
N3C2W1_C.BPP,84,0,0.9937286376953125
N3C2W1_D.BPP,85,0,0.9963512420654297
N3C2W1_E.BPP,87,0,0.9961128234863281
N3C2W1_F.BPP,88,0,0.988006591796875
N3C2W1_G.BPP,88,1,0.9984970092773438
N3C2W1_H.BPP,87,0,1.0211467742919922
N3C2W1_I.BPP,87,0,0.9975433349609375
N3C2W1_J.BPP,87,0,0.9980201721191406
N3C2W1_K.BPP,78,1,0.9977817535400391
N3C2W1_L.BPP,91,0,1.9962787628173828
N3C2W1_M.BPP,85,0,0.9975433349609375
N3C2W1_N.BPP,91,0,0.9982585906982422
N3C2W1_O.BPP,82,0,1.9946098327636719
N3C2W1_P.BPP,89,1,0.9984970092773438
N3C2W1_Q.BPP,82,0,0.9973049163818359
N3C2W1_R.BPP,83,1,0.9968280792236328
N3C2W1_S.BPP,89,0,0.9970664978027344
N3C2W1_T.BPP,83,0,0.9975433349609375
N3C2W2_A.BPP,107,0,0.9973049163818359
N3C2W2_B.BPP,105,0,1.9941329956054688
N3C2W2_C.BPP,105,1,0.9965896606445312
N3C2W2_D.BPP,107,0,1.9953250885009766
N3C2W2_E.BPP,116,0,1.995086669921875
N3C2W2_F.BPP,106,0,0.9973049163818359
N3C2W2_G.BPP,102,0,3.9870738983154297
N3C2W2_H.BPP,117,0,2.0275115966796875
N3C2W2_I.BPP,102,0,4.023313522338867
N3C2W2_J.BPP,107,0,1.9941329956054688
N3C2W2_K.BPP,110,0,2.042055130004883
N3C2W2_L.BPP,105,0,0.9999275207519531
N3C2W2_M.BPP,108,0,0.9968280792236328
N3C2W2_N.BPP,106,1,2.0325183868408203
N3C2W2_O.BPP,107,0,0.9946823120117188
N3C2W2_P.BPP,107,0,0.9963512420654297
N3C2W2_Q.BPP,105,0,1.0285377502441406
N3C2W2_R.BPP,110,0,0.9639263153076172
N3C2W2_S.BPP,107,0,0.9632110595703125
N3C2W2_T.BPP,107,0,0.9934902191162109
N3C2W4_A.BPP,113,0,0.9973049163818359
N3C2W4_B.BPP,112,0,1.9938945770263672
N3C2W4_C.BPP,132,0,1.0039806365966797
N3C2W4_D.BPP,114,0,1.0066032409667969
N3C2W4_E.BPP,111,1,2.0270347595214844
N3C2W4_F.BPP,115,0,0.9989738464355469
N3C2W4_G.BPP,122,0,0.9980201721191406
N3C2W4_H.BPP,113,0,1.9953250885009766
N3C2W4_I.BPP,115,0,0.9675025939941406
N3C2W4_J.BPP,120,0,1.0292530059814453
N3C2W4_K.BPP,117,0,0.9658336639404297
N3C2W4_L.BPP,116,0,1.9617080688476562
N3C2W4_M.BPP,120,0,1.9936561584472656
N3C2W4_N.BPP,117,0,2.027750015258789
N3C2W4_O.BPP,114,1,0.9977817535400391
N3C2W4_P.BPP,122,0,2.029895782470703
N3C2W4_Q.BPP,118,0,0.9987354278564453
N3C2W4_R.BPP,123,0,2.027750015258789
N3C2W4_S.BPP,118,0,1.9946098327636719
N3C2W4_T.BPP,119,0,0.9932518005371094
N3C3W1_A.BPP,66,0,0.9977817535400391
N3C3W1_B.BPP,71,0,0.9982585906982422
N3C3W1_C.BPP,69,0,0.9987354278564453
N3C3W1_D.BPP,63,0,0.9975433349609375
N3C3W1_E.BPP,69,1,0.9963512420654297
N3C3W1_F.BPP,69,0,0.9953975677490234
N3C3W1_G.BPP,65,0,1.0221004486083984
N3C3W1_H.BPP,69,0,0.9970664978027344
N3C3W1_I.BPP,69,1,0.9977817535400391
N3C3W1_J.BPP,65,0,0.9961128234863281
N3C3W1_K.BPP,63,0,0.9951591491699219
N3C3W1_L.BPP,68,0,0.9977817535400391
N3C3W1_M.BPP,71,0,0.99945068359375
N3C3W1_N.BPP,69,0,0.9827613830566406
N3C3W1_O.BPP,66,0,0.9973049163818359
N3C3W1_P.BPP,72,0,3.0159950256347656
N3C3W1_Q.BPP,73,0,1.995086669921875
N3C3W1_R.BPP,66,0,0.9729862213134766
N3C3W1_S.BPP,68,0,0.9973049163818359
N3C3W1_T.BPP,70,0,1.9602775573730469
N3C3W2_A.BPP,85,1,0.9968280792236328
N3C3W2_B.BPP,83,2,0.9989738464355469
N3C3W2_C.BPP,83,1,0.9992122650146484
N3C3W2_D.BPP,80,1,0.9987354278564453
N3C3W2_E.BPP,80,1,0.9965896606445312
N3C3W2_F.BPP,83,2,0.9970664978027344
N3C3W2_G.BPP,82,1,1.9860267639160156
N3C3W2_H.BPP,83,1,0.9977817535400391
N3C3W2_I.BPP,80,1,0.9930133819580078
N3C3W2_J.BPP,84,1,0.9970664978027344
N3C3W2_K.BPP,84,1,0.9734630584716797
N3C3W2_L.BPP,83,1,1.001119613647461
N3C3W2_M.BPP,85,2,0.9965896606445312
N3C3W2_N.BPP,78,1,1.9695758819580078
N3C3W2_O.BPP,83,1,0.9973049163818359
N3C3W2_P.BPP,82,2,0.9968280792236328
N3C3W2_Q.BPP,77,1,0.9975433349609375
N3C3W2_R.BPP,80,1,0.9655952453613281
N3C3W2_S.BPP,81,1,0.9634494781494141
N3C3W2_T.BPP,80,1,0.9653568267822266
N3C3W4_A.BPP,91,2,1.0230541229248047
N3C3W4_B.BPP,89,1,0.99945068359375
N3C3W4_C.BPP,90,2,1.9958019256591797
N3C3W4_D.BPP,89,2,0.9973049163818359
N3C3W4_E.BPP,87,2,0.972747802734375
N3C3W4_F.BPP,86,2,0.9977817535400391
N3C3W4_G.BPP,95,1,0.9632110595703125
N3C3W4_H.BPP,86,2,1.0013580322265625
N3C3W4_I.BPP,93,1,0.9953975677490234
N3C3W4_J.BPP,90,2,2.031564712524414
N3C3W4_K.BPP,90,1,0.9644031524658203
N3C3W4_L.BPP,92,2,1.96075439453125
N3C3W4_M.BPP,90,2,0.9977817535400391
N3C3W4_N.BPP,89,2,3.9649009704589844
N3C3W4_O.BPP,89,2,1.9702911376953125
N3C3W4_P.BPP,88,2,1.0042190551757812
N3C3W4_Q.BPP,89,2,0.9946823120117188
N3C3W4_R.BPP,89,2,0.9653568267822266
N3C3W4_S.BPP,86,2,0.9653568267822266
N3C3W4_T.BPP,86,1,1.0001659393310547
N4C1W1_A.BPP,241,1,5.981683731079102
N4C1W1_B.BPP,262,0,6.949901580810547
N4C1W1_C.BPP,242,1,6.944417953491211
N4C1W1_D.BPP,247,1,6.975412368774414
N4C1W1_E.BPP,272,0,5.980730056762695
N4C1W1_F.BPP,265,0,6.982326507568359
N4C1W1_G.BPP,259,0,14.958858489990234
N4C1W1_H.BPP,251,0,11.936187744140625
N4C1W1_I.BPP,263,1,19.991636276245117
N4C1W1_J.BPP,288,0,17.951011657714844
N4C1W1_K.BPP,253,0,5.952358245849609
N4C1W1_L.BPP,258,0,12.964487075805664
N4C1W1_M.BPP,246,0,7.020711898803711
N4C1W1_N.BPP,256,0,4.987239837646484
N4C1W1_O.BPP,258,0,5.990743637084961
N4C1W1_P.BPP,271,0,13.963937759399414
N4C1W1_Q.BPP,277,0,16.954660415649414
N4C1W1_R.BPP,254,0,4.98652458190918
N4C1W1_S.BPP,261,0,6.98089599609375
N4C1W1_T.BPP,256,0,5.984067916870117
N4C1W2_A.BPP,317,0,7.978200912475586
N4C1W2_B.BPP,328,0,7.978677749633789
N4C1W2_C.BPP,319,0,16.954421997070312
N4C1W2_D.BPP,327,0,8.975744247436523
N4C1W2_E.BPP,310,0,21.938562393188477
N4C1W2_F.BPP,321,0,8.976459503173828
N4C1W2_G.BPP,308,1,7.978916168212891
N4C1W2_H.BPP,315,0,7.978677749633789
N4C1W2_I.BPP,305,1,7.978916168212891
N4C1W2_J.BPP,312,1,8.974552154541016
N4C1W2_K.BPP,311,0,12.014150619506836
